building_name,address,square_feet,building_age,building_type,energy_consumption_kbtu
WESTLAKE TERRY WEST BLDG,320 WESTLAKE AVE N,303103,20,Office,7277857.0
QUEEN ANNE STATION,415 1ST AVE N,127735,62,Other,4482252.0
Brotman Building D: UW Medicine Research,801 MERCER ST,102235,63,Other,25621906.0
UW MEDICINE-LK UNION PHASE II ITHS.ORG,850 Republican,436497,18,Other,46020440.0
200 WEST THOMAS BUILDING,200 W THOMAS ST,88062,52,Office,2170290.0
NORTH TOWER,100 W HARRISON ST,87178,54,Office,2618432.0
SOUTH TOWER,100 W HARRISON ST,87178,56,Office,2872400.0
QUEEN ANNE PLAZA,201 QUEEN ANNE AVE N,86995,41,Office,618668.0
FIRST WEST BUILDING,200 1ST AVE W,94278,55,Office,2840595.0
4225 ROOSEVELT BLDG- U OF W MED. CENTER,4225 ROOSEVELT WAY NE,196749,38,Other,18517884.0
4245 ROOSEVELT - UW MEDICAL CENTER,4245 ROOSEVELT WAY NE,191276,32,Other,12951956.0
PUBLIC STORAGE 22017,2811 NW MARKET ST,111445,80,Warehouse,6072734.0
PUBLIC STORAGE (STORE 8176),2964 SW AVALON WAY,98475,29,Warehouse,658225.0
SEATTLE CANCER CARE ALLIANCE CLINIC,825 EASTLAKE AVE E,351530,26,Other,39723976.0
ASIAN COUNSELING and REFERRAL SERVICE BUILDING,3639 MARTIN LUTHER KING JR WAY S,76598,18,Office,3083894.0
FRED MEYER LAKE CITY,13000 LAKE CITY WAY NE,308965,31,Retail,12719234.0
RESTAURANT DEPOT,3670 E MARGINAL WAY S,63225,18,Other,10786132.0
WESTBRIDGE BUILDING - SEATTLE PARKS DEPT,4201 WEST MARGINAL WAY SW,113780,71,Other,3663686.0
SKYLINE EAST MARGINAL WAREHOUSE,4401 E MARGINAL WAY S,326751,27,Other,21431060.0
KCPQ (Fox13),1813 WESTLAKE AVE N,66462,74,Other,7219356.0
LOWES,12525 AURORA AVE N,131387,29,Other,7575264.0
EXTRA SPACE SELF STORAGE,1430 N 130TH ST,94400,27,Warehouse,1266948.0
AURORA SHOPPING CENTER,13201 AURORA AVE N,87665,62,Retail,3574248.0
AURORA ACRES BUILDING (RETAIL PLAZA),13200 AURORA AVE N,114000,59,Retail,14795263.0
SPROUTS FARMER'S MARKET,13050 AURORA AVE N,50083,29,Retail,7957812.0
THE BURKE BLDG,400 N 34TH ST,124071,38,Office,4030463.0
THE EVANSTON BUILDING,501 N 34TH ST,90000,26,Office,3511824.0
ADOBE BUILDING-801-N 34 ST.,801 N 34TH ST,280957,27,Office,10691604.0
FREMONT LAKE UNION CENTER - PLAZA BLDG,701 N 34TH ST,243334,27,Office,3621450.0
SEATTLE ART MUSEUM,1300 1ST AVE,280230,35,Other,39539008.0
GEORGETOWN SQUARED,5601 6TH AVE S,390295,44,Office,10517972.0
NORTHWEST CORPORATE PARK DISTRIBUTION WAREHOUSE,5900 4TH AVE S,90000,59,Other,748438.0
BEDROSIANS TILE & STONE,5930 6TH AVE S,50200,60,Other,1309675.0
BALLARD BUILDING,2208 NW MARKET ST,94033,101,Office,4957256.0
Ballard Warehouse,5422 SHILSHOLE AVE NW,63240,85,Other,154147.0
BALLARD BLOCK I - 1416 NW 4TH ST,1416 NW 46TH ST,73960,18,Other,5108194.0
BALLARD BLOCK I - 4609 14th AVE NW,4609 14TH AVE NW,91327,18,Retail,6770232.0
PUBLIC STORAGE (STORE 8168),3000 15TH AVE W,130293,38,Warehouse,666620.0
CUBESMART,1300 W NICKERSON ST,106041,29,Warehouse,1472612.0
MAGNOLIA SELF STORAGE,1900 15TH AVE W,94470,70,Warehouse,1020524.0
5TH & JACKSON BUILDING,315 5TH AVE S,181694,24,Office,3900068.0
UNIVERSITY CENTER,4500 9TH AVE NE,46855,39,Retail,3434492.0
NWCP BLDG K,6136 6TH AVE S,22780,60,Other,642622.0
SEATTLE DISTRIBUTION CENTER BLDG A,6701 E MARGINAL WAY S,124472,59,Warehouse,3730034.0
SEATTLE DISTRIBUTION CENTER BLDG B,6795 EAST MARGINAL WAY S,51040,59,Warehouse,1208379.0
NWCP BLDG A,410 S FRONT ST,85400,60,Other,1861080.0
NWCP BLDG B,6001 6TH AVE S,59650,60,Other,1076458.0
RESOURCE CENTER,5933 6TH AVE S,52759,62,Office,1900947.0
400 MERCER STREET OFFICE BUILDING,400 MERCER ST,80019,39,Office,3232175.0
PUBLIC STORAGE (STORE 21517),11512 AURORA AVE N,64660,40,Warehouse,248807.0
RICHMARK PRINTING,1110 E PINE ST,75844,99,Other,3021623.0
SOUTH SEATTLE DISTRIBUTION CENTER- 3800,3800 1ST AVE S,174227,58,Other,12143894.0
SOUTH SEATTLE DISTRIBUTION CENTER- 3844,3844 1ST AVE S,101101,77,Other,16766068.0
SOUTH SEATTLE DISTRIBUTION CENTER- 3601,3601 2ND AVE S,52613,46,Other,4116417.0
Charlie's Produce & Catering (Terminal),4103 2ND AVE S,104099,73,Other,14507992.0
QFC & DOLLAR STORE NORTH SEATTLE,1549 NE 145TH ST,58480,46,Retail,7650688.0
YALE & THOMAS,325 EASTLAKE AVE E,183578,45,Office,9024699.0
ALLEY 24 EAST,221 YALE AVE N,336700,21,Office,7598966.0
REI - SEATTLE,222 YALE AVE N,264008,30,Other,6815246.0
1130 BUILDING DARIGOLD HQ,1130 RAINIER AVE S,89780,112,Office,2109248.0
900 POPLAR BUILDING,900 POPLAR PL S,70728,56,Other,3666116.0
NORTHCUT LANDING (PARENT PROPERTY),4915 25TH AVE NE,102290,20,Office,4943462.0
CENTURYLINK: EAST CO,1708 E PIKE ST,80004,100,Other,9329319.0
K2 and IRON MOUNTAIN (SEATTLE 4),4201 6TH AVE S,323916,35,Other,2221408.0
PACIFIC TOWER,1200 12TH AVE S,304052,94,Other,15421575.0
NORTHWEST BLDG,2323 EASTLAKE AVE E,85385,48,Office,4110408.0
NORTHWEST CENTER INDUSTRIES,7272 WEST MARGINAL WAY S,98024,37,Warehouse,2017038.0
BRIGHT HORIZONS,1275 MERCER ST,45000,98,Other,1645210.0
EASTLAKE & ROY - YALE CAMPUS,617 EASTLAKE AVE E,144573,36,Office,2982614.0
NORTHWAY SQUARE EAST,2150 N 107TH ST,86400,52,Office,8350302.0
NORTHGATE VILLAGE RETAIL,818 NE NORTHGATE WAY,98539,57,Retail,3035564.0
NORTHWAY WEST BUILDING,10700 MERIDIAN AVE N,86483,45,Office,4643953.0
PACIFIC PLUMBING SUPPLY,7115 W MARGINAL WAY SW,58770,50,Warehouse,1205681.0
JONES STEVEDORING,7245 WEST MARGINAL WAY SW,140520,58,Other,2227850.0
PEMCO,1300 DEXTER AVE N,154029,40,Office,3861777.0
MERIDIAN MEDICAL PAVILION,11011 MERIDIAN AVE N,161789,21,Office,4375076.0
MCMURRAY MEDICAL BUILDING,1536 N 115TH ST,63909,21,Office,4434176.0
BEDROOMS & MORE (FORMERLY IRON MOUNTAIN),1201 N 96TH ST,53472,78,Other,391052.0
NORTHWEST OUTPATIENT MEDICAL CENTER,10330 MERIDIAN AVE N,133298,65,Office,22482840.0
1616 EASTLAKE BUILDING,1616 EASTLAKE AVE E,281306,24,Other,40149048.0
MERCER/YALE BLDG - 1260 MERCER,1260 MERCER ST,175885,26,Office,4333484.0
4727 BUILDING,4727 DENVER AVE S,104786,57,Other,283062.0
McKinstry 220 South Dawson,220 S DAWSON ST,53620,78,Office,2168553.0
IRIDIO - (OLD WESTERN CARTAGE),5050 1ST AVE S,50008,88,Office,1395114.0
635 ELLIOTT - SOUTH BUILDING,635 ELLIOTT AVE W,291176,17,Office,8581818.0
Terreno 2nd Ave,4225 2ND AVE S,50832,69,Other,2784322.0
Uwajimaya (Seattle 5),4601 6TH AVE S,76354,55,Other,4644890.0
MERLINO FOODS,4100 4TH AVE S,98480,70,Other,2763507.0
WALLINGFORD CENTER,1815 N 45TH ST,53002,122,Other,2743140.0
GILEAD SCIENCES BLDG. (ALEXANDRIA R.E.)  ECON. UNI,199 E BLAINE ST,175918,18,Other,21141494.0
1201 EASTLAKE AVE E (ZymoGenetics),1201 EASTLAKE AVE E,169785,106,Other,25147296.0
AGC BUILDING & BANK,1200 WESTLAKE AVE N,124721,55,Office,6304724.0
LAKE UNION BUILDING,1700 WESTLAKE AVE N,156698,56,Office,5655243.0
NWCP BLDG U,520 S BRANDON ST,93020,52,Other,2635785.0
SAFEWAY 1965,9262 RAINIER AVE S,61053,24,Retail,12343048.0
MERRILL PLACE HAMBACH - SELLER BUILDING,411 1ST AVE S,192891,113,Office,8434275.0
HERITAGE BUILDING,111 S JACKSON ST,78920,122,Office,1446034.0
RAILSPUR (FX MCRORY'S) BUILDING,419 OCCIDENTAL AVE S,99440,120,Office,1407597.0
RAILSPUR HOTEL (FORMERLY WESTLAND BUILDING-DSHS),100 S KING ST,73260,119,Office,671508.0
GLOBE BUILDING,105 S MAIN ST,69817,126,Office,1793871.0
INTERURBAN BUILDING (OLD SMITH TOWER ANNEX BUILDING),157 YESLER WAY,75496,126,Office,2623810.0
OCCIDENTAL MALL,308 OCCIDENTAL AVE S,164380,126,Office,5709759.0
COURT IN THE SQUARE (Goldsmith & Northcoast),401 2ND AVE S,160580,119,Office,7080174.0
PACIFIC COMMERCIAL BUILDING,240 2ND AVE S,54805,126,Office,3472010.0
PREFONTAINE BUILDING,110 PREFONTAINE PL S,73470,117,Office,3116222.0
KING STREET STATION-BNRR/AMTRAK,301 S JACKSON ST,85595,120,Other,2368595.0
Seattle Pacific Business Park,241 S LANDER ST,76442,73,Other,3124026.0
HULLIN TRANSFER BUILDING,270 S HANFORD ST,92792,64,Warehouse,4521195.0
OCCIDENTAL WAREHOUSE,1900 OCCIDENTAL AVE S,125519,85,Other,5543048.0
2200 1ST AVE S,2200 1ST AVE S,129000,126,Office,4334342.0
UNITED WAREHOUSE CO,1750 OCCIDENTAL AVE S,78814,72,Other,257580.0
ROEBLING BLDG,900 1ST AVE S,58970,122,Office,1271428.0
PALMER BLDG,1000 1ST AVE S,75600,116,Office,1170695.0
1016 1ST AVE BLDG,1014 1ST AVE S,47000,119,Office,947247.0
THE REEDO BUILDING,542 1ST AVE S,66842,122,Office,3807721.0
NORDIC COLD STORAGE COMPANY,547 OCCIDENTAL AVE S,83400,122,Other,100657.0
PROVIDENT BUILDING,568 1ST AVE S,75288,117,Office,1626311.0
83 KING STREET,83 S KING ST,204504,122,Office,5399392.0
505 FIRST AVENUE BUILDING,505 1ST AVE S,443509,17,Office,15688415.0
1201 BUILDING,1201 1ST AVE S,64512,112,Office,11252211.0
STADIUM INNOVATION CENTER,1531 UTAH AVE S,286000,17,Other,14373938.0
OUTDOOR RESEARCH,2203 1ST AVE S,144050,100,Other,3783466.0
GREEN ROOM,2245 1ST AVE S,60592,96,Office,1610679.0
HOME DEPOT - Sodo,2701 UTAH AVE S,107930,33,Retail,5253480.0
FERGUSON,4100 W MARGINAL WAY SW,72719,73,Warehouse,1844928.0
INscape ARTS BUILDING,815 AIRPORT WAY S,76624,96,Office,3364250.0
45TH STREET PLAZA,1100 NE 45TH ST,91706,25,Office,3450955.0
BIOMED FAIRVIEW RESEARCH CENTER,530 FAIRVIEW AVE N,129093,18,Other,12964266.0
WEST SEATTLE CORPORATE CENTER,4025 DELRIDGE WAY SW,138106,35,Office,5226525.0
AIRPORT WAY SOUTH,4101 AIRPORT WAY S,56572,53,Retail,3413884.0
TASHIRO-KAPLAN BUILDING CONDO/MIXED USE,101 PREFONTAINE PL S,117950,24,Other,3133496.0
ARNOLD PAVILLION,1221 MADISON ST,225982,22,Other,24368344.0
2200 WESTLAKE,2200 WESTLAKE AVE,516407,20,Other,31463660.0
505 UNION STATION,505 5TH AVE S,312512,26,Office,16564033.0
RUSSELL INVESTMENTS CENTER,1301 2ND AVE,1592914,21,Office,41134320.0
1505 5TH AVE,1501 5TH AVE,97720,100,Office,4094136.0
NORDSTROM ELMER J MEDICAL TOWER CONDOMINIUM,1229 MADISON ST,422503,41,Office,15477500.0
JEFFERSON TOWER,1600 E JEFFERSON ST,108618,39,Office,11665408.0
HOME DEPOT,7345 DELRIDGE WAY SW,94713,21,Retail,4791792.0
7TH & MADISON OFFICE BLDG. -(THE POLYCLINIC),904 7TH AVE,302902,18,Other,16163713.0
CABRINI MEDICAL TOWER,901 BOREN AVE,319911,53,Office,13618850.0
COLMAN BUILDING,811 1ST AVE,166975,126,Office,7958602.0
MUTUAL LIFE BUILDING,605 1ST AVE,56700,126,Office,2238491.0
RDA BUILDING,800 MAYNARD AVE S,72000,101,Office,1315223.0
1633 WESTLAKE BUILDING,1633 WESTLAKE AVE N,189775,26,Office,2359602.0
WEST SEATTLE HEALTH CLUB,2629 SW ANDOVER ST,68763,25,Other,8023150.0
RAINIER SQUARE PLAZA,3820 RAINIER AVE S,103255,32,Retail,15909663.0
LEGACY CENTRE & ARBOR PLACE CONDO,2505 2ND AVE,358176,37,Other,5811896.0
818 STEWART,818 STEWART ST,362033,18,Office,12915088.0
FREMONT VILLAGE SQUARE-redevelopment,3601 FREMONT AVE N,43540,30,Other,3651531.0
INTERNATIONAL DISTRICT VILLAGE SQUARE 2,701 8TH AVE S,228288,24,Other,6349706.0
MARKETPLACE AT QUEEN ANNE SHOPPING CENTER,600 1ST AVE N,81336,32,Other,13846718.0
ONE CONVENTION PLACE,701 PIKE ST,538933,25,Office,12461977.0
OLYMPIC TOWER CONDOMINIUMS,217 PINE ST,99470,97,Office,3735796.0
2323 ELLIOTT - PARKING & OFFICE,2323 ELLIOTT AVE,275982,43,Office,912882.0
QUEEN ANNE SQUARE EAST,200 W MERCER ST,98668,44,Office,3084820.0
Rainier Brewery (Rainier Commons),3100 AIRPORT WAY S,213696,19,Office,5508304.0
FINISHING TRADES INSTITUTE NW (ALLIED TRADES DUWAMISH),6737 CORSON AVE S,54035,19,Other,1949475.0
WHOLE FOODS INTERBAY,2001 15TH AVE W,64659,18,Retail,12706542.0
STAPLES BUILDING,1523 15TH AVE W,50660,48,Retail,467425.0
THE END OF ELLIOTT COMPLEX,1465 ELLIOTT AVE W,59800,89,Office,1583546.0
ELLIOTT WEST BLDG 3 - CELL THEREPEUTICS/ADMIN. OFF,501 ELLIOTT AVE W,165111,26,Other,7890845.0
401 ELLIOTT WEST,401 ELLIOTT AVE W,129551,26,Other,5670192.0
CLEAR CHANNEL (ACKERLY)- BLDG 1,351 ELLIOTT AVE W,162420,26,Office,2838834.0
333 ELLIOTT,333 ELLIOTT AVE W,183964,18,Office,4621661.0
101 ELLIOTT AVE W (Former PI Bldg),101 ELLIOTT AVE W,208210,40,Office,4292135.0
3131 ELLIOTT BLDG,3131 ELLIOTT AVE,277486,40,Office,9459604.0
PIER 69,2611 ALASKAN WAY,187130,33,Office,8009406.0
WORLD TRADE CENTER NORTH,2401 ELLIOTT AVE,251044,26,Office,14374133.0
PUBLIC STORAGE (STORE 8495),1334 ALASKAN WAY,95330,114,Warehouse,1303763.0
51 UNIVERSITY (SCHWABACHER BLDG.),51 UNIVERSITY ST,117182,108,Office,3262119.0
NATIONAL BUILDING,1000 WESTERN AVE,167860,121,Office,3828012.0
MARITIME BUILDING,911 WESTERN AVE,241685,115,Office,3402084.0
POLSON BUILDING,71 COLUMBIA ST,112560,116,Office,3120480.0
WESTERN BUILDING,615 WESTERN AVE,86204,116,Office,2298127.0
Airport Way Ctr - Bldg C,2203 AIRPORT WAY S,145158,41,Other,7452896.0
HOLGATE CENTER,1737 AIRPORT WAY S,112896,75,Other,9590372.0
MACMILLAN-PIPER EYRES WAREHOUSE,1762 6TH AVE S,110613,66,Warehouse,1203240.0
6TH & HOLGATE BUILDING,1926 6TH AVE S,149881,75,Other,9102789.0
INDUSTRIAL TRANSFER WHSE,2440 6TH AVE S,98220,75,Warehouse,4912132.0
NORTH COAST ELECTRIC ETC,2400 8TH AVE S,84420,56,Other,2126006.0
OWL TRANSFER,3623 6TH AVE S,73335,65,Warehouse,802714.0
ESQUIN,2700 4TH AVE S,56876,98,Other,3055190.0
PACIFIC IRON & METAL,2232 4TH AVE S,61200,95,Other,4171912.0
GOODWILL BUILDING,1703 6TH AVE S,111908,39,Warehouse,1213430.0
KING COUNTY METRO RYERSON BASE VEHICLE MAINTENANCE AND OPERATIONS,1220 4TH AVE S,56130,40,Other,7207295.0
FRED MEYER GREENWOOD,100 NW 85TH ST,314958,56,Other,15425420.0
1455 LEARY BUILDING,1455 NW LEARY WAY,92092,25,Other,5612040.0
SEA MARINE AND FISH SUPPLY CO,2121 W COMMODORE WAY,56259,52,Other,2364327.0
UW BENJAMIN HALL INTERDISCIPLINARY R&T,616 NE NORTHLAKE PL,143439,20,Other,21118350.0
LAKEVIEW AT FREMONT,837 N 34TH ST,202623,18,Office,4433989.0
THE CANAL VIEW BUILDING,551 N 34TH ST,77174,26,Office,5319342.0
1000 DEXTER PHASE II,1000 DEXTER AVE N,240454,28,Office,4350124.0
1100 EASTLAKE - (2013),1100 EASTLAKE AVE E,287224,18,Other,27544752.0
1208 EASTLAKE AVE E (Dendreon),1208 EASTLAKE AVE E,128408,27,Other,34519088.0
WEST TOWER,400 2ND AVE W,241875,26,Office,4944670.0
190 QUEEN ANNE,190 QUEEN ANNE AVE N,102930,52,Office,2068871.0
PIER 70,2801 ALASKAN WAY,76893,124,Office,7667522.0
FOURTH & VINE BLDG,2601 4TH AVE,150000,51,Office,4655458.0
SEATTLE CHILDREN'S HOSPITAL RESEARCH BUILDING #2,1915 TERRY AVE,274362,73,Office,8239570.0
BLANCHARD PLAZA,2201 6TH AVE,378002,43,Office,11771475.0
ACTIVE VOICE  BUILDING (FORMERLY SIXTH & LENORA),2033 6TH AVE,169020,63,Office,9185697.0
720 OLIVE BLDG,720 OLIVE WAY,383515,45,Office,15612314.0
MEDICAL DENTAL BUILDING,509 OLIVE WAY,363934,101,Office,16611233.0
OLD NAVY,601 PINE ST,78920,97,Other,1548761.0
MARKET PLACE ONE & TWO,2001 WESTERN AVE,281435,47,Other,10076870.0
PACIFIC PLACE,600 PINE ST,779969,27,Other,45599776.0
ODDFELLOWS LODGE - RETAIL,915 E PINE ST,76803,118,Other,4696712.0
TWO PINE,1601 2ND AVE,132998,118,Office,4478802.0
ROSS DRESS FOR LESS,301 PIKE ST,83118,86,Retail,2129173.0
KRESS BUILDING,1419 3RD AVE,77555,102,Office,1285804.0
MARKET SQUARE,1415 WESTERN AVE,51218,117,Office,2102058.0
FINANCIAL CENTER,1215 4TH AVE,453106,56,Office,24308078.0
SEATTLE TOWER,1218 3RD AVE,216571,97,Office,10257163.0
1200 3RD AVENUE,1200 3RD AVE,189175,105,Office,20040224.0
1015 THIRD AVENUE BLDG - EXPEDITORS INTERNATIONAL,1015 3RD AVE,293576,28,Office,9221574.0
1201 WESTERN BUILDING,1201 WESTERN AVE,122356,116,Office,3881860.0
UNITED WAY,720 2ND AVE,52298,105,Office,396088.0
HOGE BUILDING,705 2ND AVE,159034,115,Office,5181190.0
BANK OF AMERICA FIFTH AVENUE PLAZA,800 5TH AVE,1249055,45,Office,30370720.0
PACIFIC BUILDING,720 3RD AVE,227556,56,Office,4654026.0
FIRST HILL MEDICAL BUILDING,515 MINOR AVE,188339,38,Other,6321962.0
101 KING STREET,500 1ST AVE S,95000,116,Office,2787983.0
ADMINISTRATION BUILDING - KING COUNTY,500 4TH AVE,224857,55,Office,10413099.0
KING STREET CENTER - KING COUNTY,201 S JACKSON ST,446261,28,Office,13761336.0
Taylor Edwards Building	(formerly MCKINNON FURNITURE),1518 1ST AVE S,62370,119,Office,3867712.0
GRAYBAR ELECTRIC,1919 6TH AVE S,73296,66,Other,2157120.0
Airport Way Ctr - Bldg A,2203 AIRPORT WAY S,99122,82,Office,12557594.0
Seattle Lighting Distribution Center,26 S HANFORD ST,115668,74,Other,2189978.0
UPS WAREHOUSE,4455 7TH AVE S,141686,56,Warehouse,14498820.0
MCKINSTRY HEADQUARTERS,5005 3RD AVE S,93610,76,Office,5265383.0
SEATTLE DESIGN CENTER,5701 6TH AVE S,156188,53,Other,1322977.0
BLDG C NW CORP PARK,703 S FIDALGO ST,115620,60,Other,3681345.0
6100 BUILDING,6100 4TH AVE S,238148,51,Office,7379962.0
WEST CORE RIVER STREET,303 S RIVER ST,71718,57,Warehouse,465183.0
PIONEER HUMAN SERVICES,7440 W MARGINAL WAY S,55450,57,Other,4107012.0
CLOVERDALE BUSINESS PARK (BLDG D),309 S CLOVERDALE ST,54880,47,Other,2596597.0
TARGET STORE,2800 SW BARTON ST,102500,34,Retail,8699984.0
UNIVERSITY VILLAGE NORTH (PARKING GARAGE/RETAIL/STORAGE),2650 NE 49TH ST,361398,24,Other,8277572.0
RAINIER PLAZA (QFC + RITE AID),2707 RAINIER AVE S,50785,63,Retail,5235980.0
200 SW MICHIGAN,200 SW MICHIGAN ST,85126,97,Office,1845266.0
NORTHGATE NORTH,300 NE NORTHGATE WAY,705535,26,Other,22673740.0
PORTSIDE DISTRIBUTION CENTER,4050 E MARGINAL WAY S,411584,40,Warehouse,4881436.0
U.S. RUBBER BLDG.,212 S JACKSON ST,72000,124,Other,1103768.0
645 ELLIOTT - NORTH BUILDING,645 ELLIOTT AVE W,242686,18,Other,9691063.0
WASHINGTON SHOE BUILDING,159 S JACKSON ST,95760,126,Office,5302318.0
SODO URBAN WORKS,4143 1ST AVE S,188681,80,Other,13795490.0
SEATTLE POTTERY,35 S HANFORD ST,65288,109,Other,2145010.0
PUGET SOUND -TERMINAL 7 B,3546 W MARGINAL WAY SW,170632,60,Other,530087.0
WEST LAKE UNION CENTER,1505 WESTLAKE AVE N,381511,32,Office,10759342.0
FIFTH & YESLER BLDG.,300 5TH AVE,413264,17,Office,8157812.0
RUSSELL HALL,1414 NE 42ND ST,122400,17,Other,3671254.0
UNIVERSITY VILLAGE SHOPPING CENTER BLDG D,2623 NE UNIVERSITY VILLAGE ST,93803,70,Retail,3564598.0
GATZERT ELEMENTARY SCHOOL (SPS-DISTRICT),1301 E YESLER WAY,52924,38,School,1894537.0
NORFOLK INDUSTRIAL BUILDING,3701 S NORFOLK ST,123000,60,Other,6446098.0
98 NORFOLK,9877 40TH AVE S,60448,48,Other,1596373.0
NW WORK LOFTS - Campus,100 ELLIOTT AVE W,217800,98,Other,9615854.0
600 BROADWAY,600 BROADWAY,289419,36,Office,9571888.0
Salal Credit Union Headquarters,9706 4TH AVE NE,90266,39,Office,4205358.0
PEOPLES MINI-STORAGE,4213 LEARY WAY NW,87332,22,Other,1211008.0
SILVER CLOUD INN - BROADWAY,1100 BROADWAY,150545,23,Hotel,11063536.0
MOPOP MUSEUM,325 5TH AVE N,141718,27,Other,20274380.0
THE MAXWELL HOTEL - SEATTLE,300 ROY ST,111856,18,Hotel,7601784.0
PUBLIC STORAGE (STORE 8501),1815 12TH AVE,132828,38,Warehouse,768099.0
HOME DEPOT,11616 AURORA AVE N,101830,31,Retail,6998643.0
LESCHI ELEMENTARY SCHOOL (SPS-DISTRICT),135 32ND AVE,55353,38,School,1309213.0
STANFORD CENTER OFFICES (SPS-DISTRICT),230 S LANDER ST,338063,24,Office,19409060.0
PUGET SOUND FREIGHT LINES-TERMINAL 7A,3480 W MARGINAL WAY SW,152365,61,Other,844635.0
JAMES TOWER (PROVIDENCE MEDICAL CENTER),528 17TH AVE,320946,116,Office,22746126.0
GEORGETOWN CENTER BLDG. 1 & BLDG. 3 - BLDG B,800 S MICHIGAN ST,74178,68,Retail,5611031.0
HARBORVIEW MEDICAL CENTER - Pat Steel Building,401 BROADWAY,275130,22,Office,10575817.0
PUBLIC STORAGE (STORE 8458),10821 LAKE CITY WAY NE,80360,39,Warehouse,1401052.0
PROLOGIS PARK 15,2300 26TH AVE S,166014,54,Other,1241302.0
LAFAYETTE ELEMENTARY SCHOOL (SPS-DISTRICT),2645 CALIFORNIA AVE SW,61183,76,School,2661284.0
BMW SEATTLE - SHOWROOM & OFFICE,1002 AIRPORT WAY S,51856,18,Other,1755035.0
FILSON WORLD HEADQUARTERS LP,1741 1ST AVE S,66480,105,Other,6604500.0
4545 15TH AVE NE,4545 15TH AVE NE,113944,66,Office,21295920.0
TALLMAN BUILDING,5350 TALLMAN AVE NW,92477,16,Office,4266850.0
B DIVISION NO. 02 CONDOMINIUM,1900 N NORTHGATE WAY,31334,50,Other,690198.0
BAGLEY LOFTS CONDOMINIUM,4422 BAGLEY AVE N,47658,21,Other,1115194.0
PACIFIC POINTE APTS/RETAIL,2100 N PACIFIC ST,93079,26,Other,1927904.0
MAGNOLIA MANOR,4073 GILMAN AVE W,24059,64,Other,860924.0
TRANSITIONAL CARE CENTER OF SEATTLE,2611 S DEARBORN ST,66402,63,Other,6227658.0
LAKEVIEW COURT,1901 NE 85TH ST,76285,38,Other,1718530.0
VISTA POINT,8320 LAKE CITY WAY NE,46873,36,Other,919709.0
The MOD,6559 35TH AVE NE,87031,61,Other,3613657.0
RALEIGH COURT APTS,3418 NE 65TH ST,27160,28,Other,586783.0
UNIVERSITY UNITARIAN CHURCH,6556 35TH AVE NE,22220,69,Other,776310.0
WEDGEWOOD ELEMENTARY (SPS-DISTRICT),2720 NE 85TH ST,46732,71,School,2898183.0
BALLARD CONDOMINIUM (1532 NW 56TH ST #CU),1532 NW 56TH ST,152693,26,Other,1357342.0
SKYVIEW TERRACE APTS,5609 2ND AVE NW,26211,67,Other,1127650.0
Julius Horton Building LLC,1201 S VALE ST,28747,112,Other,1560714.0
PUGET SOUND ENERGY GEORGETOWN OPER CTR,6500 URSULA PL S,44700,64,Office,2142770.0
GLACIER MARINE SERVICES,6701 FOX AVE S,44100,50,Other,765668.0
Emerald Services,6851 EAST MARGINAL WAY S,27800,61,Warehouse,2062908.0
THE COBB APARTMENTS,1301 4TH AVE,123897,116,Other,7154576.0
SEADRUNAR PROPERTIES,28 S BRANDON ST,46340,25,Other,2088453.0
PACIFIC MULTIFORMS INC - CAMPUS,6606 URSULA PL S,22800,32,Other,1991940.0
YESLER PLACE APTS,1404 E YESLER WAY,37849,21,Other,564930.0
RLI BUILDING,1310 E YESLER WAY,38460,116,Office,1936130.0
ADELAIDE CONDOMINIUM,5001 CALIFORNIA AVE SW,86955,23,Other,2922898.0
DEXTER LAKE UNION,1215 DEXTER AVE N,286408,23,Other,5018021.0
ADMIRAL CONDOMINIUM,2331 42ND AVE SW,93114,24,Other,2822820.0
ADMIRAL COURT CONDOMINIUM,2125 CALIFORNIA AVE SW,21888,34,Other,732553.0
ASIA CONDOMINIUM,668 S LANE ST,66849,24,Other,1914487.0
WOODLAND PARK METHODIST CHURCH,302 N 78TH ST,21022,104,Other,872620.0
ALEXANDER COURT CONDOMINIUM,2920 ALKI AVE SW,30240,100,Other,676845.0
ALEXANDRIA CONDOMINIUM,3028 WESTERN AVE,59440,35,Other,2419518.0
ALII-KAI CONDOMINIUM,1101 HARBOR AVE SW,22445,48,Other,430424.0
ALKI CONDOMINIUM,1564 ALKI AVE SW,45878,37,Other,1039249.0
ALKI BEACH TOWERS CONDOMINIUM,1388 ALKI AVE SW,37824,31,Other,1036054.0
ALKI BONAIR CONDOMINIUM,2200 ALKI AVE SW,38765,50,Other,1277281.0
ATWATER PARK CONDOMINIUM,3121 W GOVERNMENT WAY,26815,24,Other,976471.0
AVALON PLACE CONDOMINIUM,3112 SW AVALON WAY,22529,19,Other,693416.0
AVANTI APARTMENTS,1401 BOREN AVE,148474,35,Other,2889350.0
"NOBLE, LTD.,   WORLD HEADQUARTERS",9860 40TH AVE S,48001,59,Other,326913.0
NELSON TRUCKING,9747 MARTIN LUTHER KING JR WAY S,26380,47,Other,395920.0
PAPE' MATERIAL HANDLING,9892 40TH AVE S,37351,57,Other,2369654.0
WALL & CEILING SUPPLY CO,9840 40TH AVE S,30375,45,Warehouse,476416.0
